WORD,LINK
open,open/common_voice_en_504613.opus
open,open/common_voice_en_20387046.opus
open,open/common_voice_en_22021893.opus
open,open/common_voice_en_19654918.opus
open,open/common_voice_en_21690033.opus
close,close/common_voice_en_21940184.opus
close,close/common_voice_en_19533826.opus
close,close/common_voice_en_17746275.opus
close,close/common_voice_en_20391300.opus
close,close/common_voice_en_92256.opus
wait,wait/common_voice_en_642412.opus
wait,wait/common_voice_en_60006.opus
wait,wait/common_voice_en_9122384.opus
wait,wait/common_voice_en_571399.opus
wait,wait/common_voice_en_557994.opus
save,save/common_voice_en_176597.opus
save,save/common_voice_en_21208221.opus
save,save/common_voice_en_640813.opus
save,save/common_voice_en_496239.opus
save,save/common_voice_en_17816527.opus
resume,resume/common_voice_en_135283.opus
resume,resume/common_voice_en_553613.opus
resume,resume/common_voice_en_198487.opus
resume,resume/common_voice_en_42944.opus
resume,resume/common_voice_en_211104.opus
exit,exit/common_voice_en_523160.opus
exit,exit/common_voice_en_18650195.opus
exit,exit/common_voice_en_18733379.opus
exit,exit/common_voice_en_175436.opus
exit,exit/common_voice_en_17885098.opus
accept,accept/common_voice_en_18341324.opus
accept,accept/common_voice_en_73055.opus
accept,accept/common_voice_en_18054722.opus
accept,accept/common_voice_en_18401545.opus
accept,accept/common_voice_en_19311792.opus
search,search/common_voice_en_82776.opus
search,search/common_voice_en_184163.opus
search,search/common_voice_en_675211.opus
search,search/common_voice_en_20228787.opus
search,search/common_voice_en_18081645.opus
start,start/common_voice_en_20735448.opus
start,start/common_voice_en_66047.opus
start,start/common_voice_en_36401.opus
start,start/common_voice_en_106997.opus
start,start/common_voice_en_478788.opus
listen,listen/common_voice_en_601010.opus
listen,listen/common_voice_en_20912685.opus
listen,listen/common_voice_en_60005.opus
listen,listen/common_voice_en_494513.opus
listen,listen/common_voice_en_18646779.opus
