WORD,LINK
вперед,вперед/common_voice_ru_19100759.opus
вперед,вперед/common_voice_ru_19013709.opus
вперед,вперед/common_voice_ru_18891581.opus
вперед,вперед/common_voice_ru_18864358.opus
вперед,вперед/common_voice_ru_19417135.opus
назад,назад/common_voice_ru_18968985.opus
назад,назад/common_voice_ru_19826770.opus
назад,назад/common_voice_ru_19562843.opus
назад,назад/common_voice_ru_19827442.opus
назад,назад/common_voice_ru_20655948.opus
принять,принять/common_voice_ru_19869384.opus
принять,принять/common_voice_ru_20841460.opus
принять,принять/common_voice_ru_20366457.opus
принять,принять/common_voice_ru_19574873.opus
принять,принять/common_voice_ru_18882108.opus
пожалуйста,пожалуйста/common_voice_ru_19100743.opus
пожалуйста,пожалуйста/common_voice_ru_18916068.opus
пожалуйста,пожалуйста/common_voice_ru_20886137.opus
пожалуйста,пожалуйста/common_voice_ru_18955693.opus
пожалуйста,пожалуйста/common_voice_ru_18929186.opus
спасибо,спасибо/common_voice_ru_19190232.opus
спасибо,спасибо/common_voice_ru_19041262.opus
спасибо,спасибо/common_voice_ru_19070802__2.opus
спасибо,спасибо/common_voice_ru_22203221.opus
спасибо,спасибо/common_voice_ru_18976939.opus
хорошо,хорошо/common_voice_ru_18888209.opus
хорошо,хорошо/common_voice_ru_18921764.opus
хорошо,хорошо/common_voice_ru_19575941.opus
хорошо,хорошо/common_voice_ru_18903494.opus
хорошо,хорошо/common_voice_ru_21383648.opus
всегда,всегда/common_voice_ru_19116577.opus
всегда,всегда/common_voice_ru_18914650.opus
всегда,всегда/common_voice_ru_18939581.opus
всегда,всегда/common_voice_ru_18932737.opus
всегда,всегда/common_voice_ru_18891390.opus
внимание,внимание/common_voice_ru_21911060.opus
внимание,внимание/common_voice_ru_20393243.opus
внимание,внимание/common_voice_ru_20249094.opus
внимание,внимание/common_voice_ru_20234624.opus
внимание,внимание/common_voice_ru_20828220.opus
продолжать,продолжать/common_voice_ru_19536123.opus
продолжать,продолжать/common_voice_ru_18926960.opus
продолжать,продолжать/common_voice_ru_19372811.opus
продолжать,продолжать/common_voice_ru_20263110.opus
продолжать,продолжать/common_voice_ru_21615993.opus
больше,больше/common_voice_ru_21314350.opus
больше,больше/common_voice_ru_20643790.opus
больше,больше/common_voice_ru_21925256.opus
больше,больше/common_voice_ru_18905719.opus
больше,больше/common_voice_ru_18968788.opus
