WORD,LINK
вперед,вперед/common_voice_ru_20370361.opus
вперед,вперед/common_voice_ru_18965731.opus
вперед,вперед/common_voice_ru_18881245.opus
вперед,вперед/common_voice_ru_19030170.opus
вперед,вперед/common_voice_ru_21613926.opus
назад,назад/common_voice_ru_21949989.opus
назад,назад/common_voice_ru_19545321.opus
назад,назад/common_voice_ru_21419073.opus
назад,назад/common_voice_ru_18864431.opus
назад,назад/common_voice_ru_20475033.opus
принять,принять/common_voice_ru_21470272.opus
принять,принять/common_voice_ru_20792925.opus
принять,принять/common_voice_ru_18932782.opus
принять,принять/common_voice_ru_21795399.opus
принять,принять/common_voice_ru_21425858.opus
пожалуйста,пожалуйста/common_voice_ru_18868257.opus
пожалуйста,пожалуйста/common_voice_ru_18883383.opus
пожалуйста,пожалуйста/common_voice_ru_18922502.opus
пожалуйста,пожалуйста/common_voice_ru_18911732.opus
пожалуйста,пожалуйста/common_voice_ru_19174594.opus
спасибо,спасибо/common_voice_ru_20362130.opus
спасибо,спасибо/common_voice_ru_18919968.opus
спасибо,спасибо/common_voice_ru_18964866.opus
спасибо,спасибо/common_voice_ru_18883446.opus
спасибо,спасибо/common_voice_ru_19112198.opus
хорошо,хорошо/common_voice_ru_20643875.opus
хорошо,хорошо/common_voice_ru_18966613.opus
хорошо,хорошо/common_voice_ru_21554952.opus
хорошо,хорошо/common_voice_ru_18904117.opus
хорошо,хорошо/common_voice_ru_18964122.opus
всегда,всегда/common_voice_ru_18912272.opus
всегда,всегда/common_voice_ru_19100782.opus
всегда,всегда/common_voice_ru_20183705.opus
всегда,всегда/common_voice_ru_20782169.opus
всегда,всегда/common_voice_ru_18977378.opus
внимание,внимание/common_voice_ru_18926480.opus
внимание,внимание/common_voice_ru_19295248.opus
внимание,внимание/common_voice_ru_18968345.opus
внимание,внимание/common_voice_ru_18924430.opus
внимание,внимание/common_voice_ru_19535288.opus
продолжать,продолжать/common_voice_ru_21867514.opus
продолжать,продолжать/common_voice_ru_18928839.opus
продолжать,продолжать/common_voice_ru_19644649.opus
продолжать,продолжать/common_voice_ru_18922175.opus
продолжать,продолжать/common_voice_ru_18915748.opus
больше,больше/common_voice_ru_19478145.opus
больше,больше/common_voice_ru_18903282.opus
больше,больше/common_voice_ru_19420931.opus
больше,больше/common_voice_ru_18883449.opus
больше,больше/common_voice_ru_18928201.opus
