WORD,LINK
вперед,вперед/common_voice_ru_19164008.opus
вперед,вперед/common_voice_ru_18948238.opus
вперед,вперед/common_voice_ru_18881885.opus
вперед,вперед/common_voice_ru_18968625.opus
вперед,вперед/common_voice_ru_18977341.opus
назад,назад/common_voice_ru_21949989.opus
назад,назад/common_voice_ru_21251982.opus
назад,назад/common_voice_ru_20393208.opus
назад,назад/common_voice_ru_20393117.opus
назад,назад/common_voice_ru_18864431.opus
принять,принять/common_voice_ru_18964088.opus
принять,принять/common_voice_ru_18966385.opus
принять,принять/common_voice_ru_18864427.opus
принять,принять/common_voice_ru_21554861.opus
принять,принять/common_voice_ru_19341495.opus
пожалуйста,пожалуйста/common_voice_ru_18965539.opus
пожалуйста,пожалуйста/common_voice_ru_18883383.opus
пожалуйста,пожалуйста/common_voice_ru_18937773.opus
пожалуйста,пожалуйста/common_voice_ru_18931948.opus
пожалуйста,пожалуйста/common_voice_ru_19013858.opus
спасибо,спасибо/common_voice_ru_18929849.opus
спасибо,спасибо/common_voice_ru_19142575.opus
спасибо,спасибо/common_voice_ru_22203221.opus
спасибо,спасибо/common_voice_ru_18947855.opus
спасибо,спасибо/common_voice_ru_19156717.opus
хорошо,хорошо/common_voice_ru_19471710.opus
хорошо,хорошо/common_voice_ru_20393132.opus
хорошо,хорошо/common_voice_ru_18971233.opus
хорошо,хорошо/common_voice_ru_18930498.opus
хорошо,хорошо/common_voice_ru_18955914.opus
всегда,всегда/common_voice_ru_19030231.opus
всегда,всегда/common_voice_ru_19035850.opus
всегда,всегда/common_voice_ru_18915893.opus
всегда,всегда/common_voice_ru_18931396.opus
всегда,всегда/common_voice_ru_20827791.opus
внимание,внимание/common_voice_ru_18912291.opus
внимание,внимание/common_voice_ru_18931330.opus
внимание,внимание/common_voice_ru_18955718.opus
внимание,внимание/common_voice_ru_18913641.opus
внимание,внимание/common_voice_ru_18968458.opus
продолжать,продолжать/common_voice_ru_19101208.opus
продолжать,продолжать/common_voice_ru_18905635.opus
продолжать,продолжать/common_voice_ru_21383105.opus
продолжать,продолжать/common_voice_ru_18888010.opus
продолжать,продолжать/common_voice_ru_19644649.opus
больше,больше/common_voice_ru_18849498.opus
больше,больше/common_voice_ru_18888101.opus
больше,больше/common_voice_ru_21737720.opus
больше,больше/common_voice_ru_21932311.opus
больше,больше/common_voice_ru_18929235.opus
