WORD,LINK
on,on/bbf38549_nohash_3.wav
on,on/fc3ba625_nohash_1.wav
on,on/833d9f56_nohash_1.wav
on,on/ed032775_nohash_3.wav
on,on/1e9e6bdd_nohash_0.wav
off,off/50928b05_nohash_0.wav
off,off/014f9f65_nohash_0.wav
off,off/8e523821_nohash_1.wav
off,off/49f30eed_nohash_0.wav
off,off/89ed36ab_nohash_0.wav
up,up/821b64cc_nohash_3.wav
up,up/99fad6a0_nohash_0.wav
up,up/b6573c88_nohash_1.wav
up,up/f19c1390_nohash_2.wav
up,up/2b5e346d_nohash_4.wav
down,down/78622c2b_nohash_0.wav
down,down/d394ef8e_nohash_5.wav
down,down/7081436f_nohash_0.wav
down,down/a489191a_nohash_0.wav
down,down/a996cf66_nohash_1.wav
right,right/d2f4f431_nohash_1.wav
right,right/67bdbf56_nohash_1.wav
right,right/ab353673_nohash_1.wav
right,right/cb2929ce_nohash_2.wav
right,right/a1cf7fd8_nohash_2.wav
left,left/c103a2d5_nohash_0.wav
left,left/e102119e_nohash_1.wav
left,left/fc3ba625_nohash_4.wav
left,left/1b627376_nohash_0.wav
left,left/b959cd0c_nohash_0.wav
yes,yes/ec201020_nohash_4.wav
yes,yes/9b6c08ba_nohash_0.wav
yes,yes/85851131_nohash_2.wav
yes,yes/a77fbcfd_nohash_2.wav
yes,yes/ac7840d8_nohash_0.wav
no,no/a2cc5444_nohash_2.wav
no,no/90b0b91a_nohash_1.wav
no,no/1fd85ee4_nohash_1.wav
no,no/f68160c0_nohash_1.wav
no,no/6565a81d_nohash_0.wav
go,go/47565088_nohash_0.wav
go,go/c9b653a0_nohash_4.wav
go,go/a77fbcfd_nohash_0.wav
go,go/76b58705_nohash_0.wav
go,go/88d009d2_nohash_0.wav
stop,stop/1e9e6bdd_nohash_2.wav
stop,stop/b76f6088_nohash_0.wav
stop,stop/92521ccc_nohash_0.wav
stop,stop/676f8138_nohash_3.wav
stop,stop/49f30eed_nohash_0.wav
