WORD,LINK
вперед,вперед/common_voice_ru_18945997.opus
вперед,вперед/common_voice_ru_21907770.opus
вперед,вперед/common_voice_ru_18920803.opus
вперед,вперед/common_voice_ru_18912156.opus
вперед,вперед/common_voice_ru_18930483.opus
назад,назад/common_voice_ru_20234591.opus
назад,назад/common_voice_ru_19351567.opus
назад,назад/common_voice_ru_18878482.opus
назад,назад/common_voice_ru_20778695.opus
назад,назад/common_voice_ru_20957743.opus
принять,принять/common_voice_ru_18903189.opus
принять,принять/common_voice_ru_20792925.opus
принять,принять/common_voice_ru_18928905.opus
принять,принять/common_voice_ru_18932782.opus
принять,принять/common_voice_ru_20366457.opus
пожалуйста,пожалуйста/common_voice_ru_19100767.opus
пожалуйста,пожалуйста/common_voice_ru_18968707.opus
пожалуйста,пожалуйста/common_voice_ru_18911732.opus
пожалуйста,пожалуйста/common_voice_ru_19342955.opus
пожалуйста,пожалуйста/common_voice_ru_18968597.opus
спасибо,спасибо/common_voice_ru_19041262.opus
спасибо,спасибо/common_voice_ru_18919968.opus
спасибо,спасибо/common_voice_ru_19112273.opus
спасибо,спасибо/common_voice_ru_21781485.opus
спасибо,спасибо/common_voice_ru_21587117.opus
хорошо,хорошо/common_voice_ru_18920741.opus
хорошо,хорошо/common_voice_ru_19198741.opus
хорошо,хорошо/common_voice_ru_18887751.opus
хорошо,хорошо/common_voice_ru_19318037.opus
хорошо,хорошо/common_voice_ru_20827764.opus
всегда,всегда/common_voice_ru_21616643.opus
всегда,всегда/common_voice_ru_18877474.opus
всегда,всегда/common_voice_ru_21103068.opus
всегда,всегда/common_voice_ru_21439625.opus
всегда,всегда/common_voice_ru_18892806.opus
внимание,внимание/common_voice_ru_19030245.opus
внимание,внимание/common_voice_ru_21641772.opus
внимание,внимание/common_voice_ru_18926845.opus
внимание,внимание/common_voice_ru_20878331.opus
внимание,внимание/common_voice_ru_18953494.opus
продолжать,продолжать/common_voice_ru_18915748.opus
продолжать,продолжать/common_voice_ru_19578994.opus
продолжать,продолжать/common_voice_ru_18849479.opus
продолжать,продолжать/common_voice_ru_18914615.opus
продолжать,продолжать/common_voice_ru_20554582.opus
больше,больше/common_voice_ru_20986883.opus
больше,больше/common_voice_ru_18934067.opus
больше,больше/common_voice_ru_19318927.opus
больше,больше/common_voice_ru_19827393.opus
больше,больше/common_voice_ru_18918286.opus
