WORD,LINK
on,on/229978fd_nohash_3.wav
on,on/a13e0a74_nohash_0.wav
on,on/72be9202_nohash_0.wav
on,on/9aa21fa9_nohash_2.wav
on,on/708b8d51_nohash_0.wav
off,off/73124b26_nohash_1.wav
off,off/b87bdb22_nohash_4.wav
off,off/e4be0cf6_nohash_2.wav
off,off/62f05757_nohash_2.wav
off,off/c93d5e22_nohash_0.wav
up,up/fd5ccd39_nohash_3.wav
up,up/6f2c6f7e_nohash_0.wav
up,up/c1d39ce8_nohash_6.wav
up,up/211b928a_nohash_2.wav
up,up/5b09db89_nohash_2.wav
down,down/0a196374_nohash_2.wav
down,down/c9b653a0_nohash_2.wav
down,down/25e95412_nohash_2.wav
down,down/c2dccf38_nohash_2.wav
down,down/616420be_nohash_1.wav
right,right/4c6944d6_nohash_0.wav
right,right/b3849d6e_nohash_0.wav
right,right/0362539c_nohash_1.wav
right,right/b87bdb22_nohash_0.wav
right,right/f568162b_nohash_1.wav
left,left/a928cc5b_nohash_0.wav
left,left/c08585c1_nohash_0.wav
left,left/6c968bd9_nohash_3.wav
left,left/1496195a_nohash_0.wav
left,left/20174140_nohash_0.wav
yes,yes/51c5601d_nohash_3.wav
yes,yes/3bc21161_nohash_2.wav
yes,yes/61e2f74f_nohash_3.wav
yes,yes/96cd0255_nohash_0.wav
yes,yes/15c563d7_nohash_2.wav
no,no/e53139ad_nohash_1.wav
no,no/a8ee11c7_nohash_0.wav
no,no/050170cb_nohash_2.wav
no,no/2903efb3_nohash_0.wav
no,no/89d6d11e_nohash_0.wav
go,go/8e05039f_nohash_4.wav
go,go/1995cf9e_nohash_0.wav
go,go/3bc21161_nohash_1.wav
go,go/b76f6088_nohash_3.wav
go,go/dea820ce_nohash_1.wav
stop,stop/ef3367d9_nohash_0.wav
stop,stop/151bfb79_nohash_0.wav
stop,stop/eb609143_nohash_0.wav
stop,stop/a489191a_nohash_2.wav
stop,stop/26e573a9_nohash_0.wav
