WORD,LINK
on,on/ab9b93e4_nohash_1.wav
on,on/234d6a48_nohash_0.wav
on,on/924c1a04_nohash_0.wav
on,on/37b03ab1_nohash_0.wav
on,on/0a5636ca_nohash_0.wav
off,off/f736ab63_nohash_1.wav
off,off/1b755c65_nohash_0.wav
off,off/f0ebef1b_nohash_0.wav
off,off/03cf93b1_nohash_0.wav
off,off/2a1f4853_nohash_0.wav
up,up/66041c69_nohash_0.wav
up,up/eb0676ec_nohash_3.wav
up,up/ee1d8d49_nohash_1.wav
up,up/81898f68_nohash_0.wav
up,up/b308773d_nohash_4.wav
down,down/95218ce8_nohash_0.wav
down,down/54b6d355_nohash_3.wav
down,down/c7b4049e_nohash_0.wav
down,down/c39703ec_nohash_3.wav
down,down/ca58a8c6_nohash_0.wav
right,right/cb72dfb6_nohash_0.wav
right,right/b0ae6326_nohash_1.wav
right,right/ab46af55_nohash_1.wav
right,right/e1936ce8_nohash_0.wav
right,right/ed032775_nohash_2.wav
left,left/f33660af_nohash_1.wav
left,left/23da904f_nohash_1.wav
left,left/bcf614a2_nohash_0.wav
left,left/e900b652_nohash_0.wav
left,left/513aeddf_nohash_1.wav
yes,yes/0ff728b5_nohash_3.wav
yes,yes/837f7378_nohash_1.wav
yes,yes/3102f006_nohash_0.wav
yes,yes/9d7036f9_nohash_1.wav
yes,yes/96a48d28_nohash_2.wav
no,no/cc71bada_nohash_3.wav
no,no/0ff728b5_nohash_0.wav
no,no/da040491_nohash_1.wav
no,no/0d6d7360_nohash_1.wav
no,no/c2df23b2_nohash_0.wav
go,go/9331d34b_nohash_0.wav
go,go/dea820ce_nohash_0.wav
go,go/54aecbd5_nohash_1.wav
go,go/3d794813_nohash_4.wav
go,go/4f5c0b28_nohash_1.wav
stop,stop/8d5d076d_nohash_1.wav
stop,stop/7fb8d703_nohash_4.wav
stop,stop/106a6183_nohash_0.wav
stop,stop/7211390b_nohash_1.wav
stop,stop/fb8c31a9_nohash_3.wav
