WORD,LINK
on,on/3e3fa7fd_nohash_0.wav
on,on/c0c0d87d_nohash_0.wav
on,on/6124b431_nohash_1.wav
on,on/bbd0bbd0_nohash_0.wav
on,on/674ca5ea_nohash_0.wav
off,off/e9abfe31_nohash_3.wav
off,off/af6fbbf5_nohash_0.wav
off,off/c137814b_nohash_0.wav
off,off/e6327279_nohash_4.wav
off,off/b2ae3928_nohash_1.wav
up,up/5bf1f1cb_nohash_0.wav
up,up/78030270_nohash_2.wav
up,up/de89e2ca_nohash_0.wav
up,up/3a3ee7ed_nohash_3.wav
up,up/079dfce3_nohash_0.wav
down,down/437455be_nohash_0.wav
down,down/87d5e978_nohash_4.wav
down,down/8012c69d_nohash_2.wav
down,down/ca6d5cd1_nohash_0.wav
down,down/87014d40_nohash_0.wav
right,right/d21fd169_nohash_2.wav
right,right/0d2bcf9d_nohash_1.wav
right,right/8e523821_nohash_1.wav
right,right/3a70ab7f_nohash_0.wav
right,right/789e4ee7_nohash_0.wav
left,left/834f03fe_nohash_0.wav
left,left/a16013b7_nohash_1.wav
left,left/508e30ee_nohash_1.wav
left,left/a40c62f1_nohash_0.wav
left,left/d070ea86_nohash_2.wav
yes,yes/ef3367d9_nohash_3.wav
yes,yes/408de0a4_nohash_0.wav
yes,yes/a2cc5444_nohash_1.wav
yes,yes/6272b231_nohash_0.wav
yes,yes/f0659908_nohash_3.wav
no,no/a62f807b_nohash_0.wav
no,no/8e05039f_nohash_2.wav
no,no/fe291fa9_nohash_1.wav
no,no/742d6431_nohash_3.wav
no,no/42f81601_nohash_1.wav
go,go/988e2f9a_nohash_1.wav
go,go/b087aa0e_nohash_2.wav
go,go/7ea032f3_nohash_1.wav
go,go/39a6b995_nohash_1.wav
go,go/a0f93943_nohash_1.wav
stop,stop/cc6ee39b_nohash_0.wav
stop,stop/ffbb695d_nohash_1.wav
stop,stop/1b835b87_nohash_1.wav
stop,stop/28ed6bc9_nohash_2.wav
stop,stop/3bfd30e6_nohash_0.wav
