WORD,LINK
open,open/common_voice_en_513010.opus
open,open/common_voice_en_21763797.opus
open,open/common_voice_en_7386898.opus
open,open/common_voice_en_17940432.opus
open,open/common_voice_en_17275042.opus
close,close/common_voice_en_19970132.opus
close,close/common_voice_en_17261862.opus
close,close/common_voice_en_532949.opus
close,close/common_voice_en_200553.opus
close,close/common_voice_en_20582463.opus
wait,wait/common_voice_en_18423496.opus
wait,wait/common_voice_en_618768.opus
wait,wait/common_voice_en_645296.opus
wait,wait/common_voice_en_566560.opus
wait,wait/common_voice_en_559908.opus
save,save/common_voice_en_97393.opus
save,save/common_voice_en_18023903.opus
save,save/common_voice_en_28744.opus
save,save/common_voice_en_198899.opus
save,save/common_voice_en_556501.opus
resume,resume/common_voice_en_18534770.opus
resume,resume/common_voice_en_20704662.opus
resume,resume/common_voice_en_19770.opus
resume,resume/common_voice_en_549183.opus
resume,resume/common_voice_en_552079.opus
exit,exit/common_voice_en_523160.opus
exit,exit/common_voice_en_17273546.opus
exit,exit/common_voice_en_17293241.opus
exit,exit/common_voice_en_20468285.opus
exit,exit/common_voice_en_18658606.opus
accept,accept/common_voice_en_641258.opus
accept,accept/common_voice_en_502102.opus
accept,accept/common_voice_en_695742.opus
accept,accept/common_voice_en_607667.opus
accept,accept/common_voice_en_671484.opus
search,search/common_voice_en_668170.opus
search,search/common_voice_en_642577.opus
search,search/common_voice_en_40291.opus
search,search/common_voice_en_509876.opus
search,search/common_voice_en_62190.opus
start,start/common_voice_en_91091.opus
start,start/common_voice_en_18012975.opus
start,start/common_voice_en_19958497.opus
start,start/common_voice_en_645874.opus
start,start/common_voice_en_18161885.opus
listen,listen/common_voice_en_662480.opus
listen,listen/common_voice_en_18325609.opus
listen,listen/common_voice_en_21103828.opus
listen,listen/common_voice_en_18065647.opus
listen,listen/common_voice_en_37012.opus
