WORD,LINK
open,open/common_voice_en_20920173.opus
open,open/common_voice_en_20235598.opus
open,open/common_voice_en_17260800.opus
open,open/common_voice_en_21738030.opus
open,open/common_voice_en_678914.opus
close,close/common_voice_en_19753170.opus
close,close/common_voice_en_21095712.opus
close,close/common_voice_en_20864142.opus
close,close/common_voice_en_21283261.opus
close,close/common_voice_en_200417.opus
wait,wait/common_voice_en_56885.opus
wait,wait/common_voice_en_69901.opus
wait,wait/common_voice_en_17582857.opus
wait,wait/common_voice_en_18124738.opus
wait,wait/common_voice_en_18130339.opus
save,save/common_voice_en_67888.opus
save,save/common_voice_en_196558.opus
save,save/common_voice_en_73532.opus
save,save/common_voice_en_526876.opus
save,save/common_voice_en_450679.opus
resume,resume/common_voice_en_622616.opus
resume,resume/common_voice_en_35321.opus
resume,resume/common_voice_en_61643.opus
resume,resume/common_voice_en_569475.opus
resume,resume/common_voice_en_528785.opus
exit,exit/common_voice_en_97520.opus
exit,exit/common_voice_en_192106.opus
exit,exit/common_voice_en_20310027.opus
exit,exit/common_voice_en_21767774.opus
exit,exit/common_voice_en_17406468.opus
accept,accept/common_voice_en_33286.opus
accept,accept/common_voice_en_19948367.opus
accept,accept/common_voice_en_18880374.opus
accept,accept/common_voice_en_18649463.opus
accept,accept/common_voice_en_20052027.opus
search,search/common_voice_en_657464.opus
search,search/common_voice_en_44680.opus
search,search/common_voice_en_20731041.opus
search,search/common_voice_en_62190.opus
search,search/common_voice_en_590240.opus
start,start/common_voice_en_5723067.opus
start,start/common_voice_en_68531.opus
start,start/common_voice_en_19948868.opus
start,start/common_voice_en_670104.opus
start,start/common_voice_en_2546.opus
listen,listen/common_voice_en_126039.opus
listen,listen/common_voice_en_17894549__2.opus
listen,listen/common_voice_en_68154.opus
listen,listen/common_voice_en_684426.opus
listen,listen/common_voice_en_36174.opus
