WORD,LINK
open,open/common_voice_en_537567.opus
open,open/common_voice_en_19325161.opus
open,open/common_voice_en_680101.opus
open,open/common_voice_en_22433132.opus
open,open/common_voice_en_21777309.opus
close,close/common_voice_en_19759944.opus
close,close/common_voice_en_200553.opus
close,close/common_voice_en_18099038.opus
close,close/common_voice_en_619425.opus
close,close/common_voice_en_18841426.opus
wait,wait/common_voice_en_569216.opus
wait,wait/common_voice_en_18285873.opus
wait,wait/common_voice_en_20189455.opus
wait,wait/common_voice_en_17816508.opus
wait,wait/common_voice_en_48556.opus
save,save/common_voice_en_588822.opus
save,save/common_voice_en_661985.opus
save,save/common_voice_en_14828.opus
save,save/common_voice_en_17851417.opus
save,save/common_voice_en_516487.opus
resume,resume/common_voice_en_74007.opus
resume,resume/common_voice_en_528100.opus
resume,resume/common_voice_en_687429.opus
resume,resume/common_voice_en_18662859.opus
resume,resume/common_voice_en_21259.opus
exit,exit/common_voice_en_697973.opus
exit,exit/common_voice_en_44913.opus
exit,exit/common_voice_en_18513520.opus
exit,exit/common_voice_en_25756.opus
exit,exit/common_voice_en_17392869.opus
accept,accept/common_voice_en_22346220.opus
accept,accept/common_voice_en_546337.opus
accept,accept/common_voice_en_18590121.opus
accept,accept/common_voice_en_56072.opus
accept,accept/common_voice_en_18356127.opus
search,search/common_voice_en_20785496.opus
search,search/common_voice_en_586601.opus
search,search/common_voice_en_535429.opus
search,search/common_voice_en_20935677.opus
search,search/common_voice_en_17294007.opus
start,start/common_voice_en_17728809.opus
start,start/common_voice_en_563328.opus
start,start/common_voice_en_20080975.opus
start,start/common_voice_en_545893.opus
start,start/common_voice_en_21798181.opus
listen,listen/common_voice_en_541800.opus
listen,listen/common_voice_en_207498.opus
listen,listen/common_voice_en_557029.opus
listen,listen/common_voice_en_683811.opus
listen,listen/common_voice_en_138101.opus
