WORD,LINK
open,open/common_voice_en_22317086.opus
open,open/common_voice_en_20379397.opus
open,open/common_voice_en_19020746.opus
open,open/common_voice_en_54959.opus
open,open/common_voice_en_20766166.opus
close,close/common_voice_en_19677307.opus
close,close/common_voice_en_19715765.opus
close,close/common_voice_en_18644947.opus
close,close/common_voice_en_579603.opus
close,close/common_voice_en_587731.opus
wait,wait/common_voice_en_490143.opus
wait,wait/common_voice_en_597973.opus
wait,wait/common_voice_en_676845.opus
wait,wait/common_voice_en_662573.opus
wait,wait/common_voice_en_10500.opus
save,save/common_voice_en_17287065.opus
save,save/common_voice_en_48969.opus
save,save/common_voice_en_426001.opus
save,save/common_voice_en_513086.opus
save,save/common_voice_en_67577.opus
resume,resume/common_voice_en_213546.opus
resume,resume/common_voice_en_673368.opus
resume,resume/common_voice_en_40715.opus
resume,resume/common_voice_en_17928.opus
resume,resume/common_voice_en_654275.opus
exit,exit/common_voice_en_4168732.opus
exit,exit/common_voice_en_18518445.opus
exit,exit/common_voice_en_17635551.opus
exit,exit/common_voice_en_19996232.opus
exit,exit/common_voice_en_226040.opus
accept,accept/common_voice_en_18315745.opus
accept,accept/common_voice_en_17458569.opus
accept,accept/common_voice_en_18994909.opus
accept,accept/common_voice_en_18314948.opus
accept,accept/common_voice_en_19673337.opus
search,search/common_voice_en_574118.opus
search,search/common_voice_en_520590.opus
search,search/common_voice_en_17287430.opus
search,search/common_voice_en_19607093.opus
search,search/common_voice_en_490588.opus
start,start/common_voice_en_64065.opus
start,start/common_voice_en_19672939.opus
start,start/common_voice_en_632335.opus
start,start/common_voice_en_17877782.opus
start,start/common_voice_en_20474337.opus
listen,listen/common_voice_en_26979.opus
listen,listen/common_voice_en_17561864__2.opus
listen,listen/common_voice_en_1112300__2.opus
listen,listen/common_voice_en_99748.opus
listen,listen/common_voice_en_17954971.opus
