WORD,LINK
was,was/common_voice_en_17286765.opus
was,was/common_voice_en_194211.opus
was,was/common_voice_en_19770012.opus
was,was/common_voice_en_19374166.opus
was,was/common_voice_en_625680.opus
was,was/common_voice_en_18809854.opus
was,was/common_voice_en_18335336.opus
was,was/common_voice_en_57965.opus
was,was/common_voice_en_578793.opus
was,was/common_voice_en_580139.opus
was,was/common_voice_en_209473.opus
was,was/common_voice_en_20250289.opus
was,was/common_voice_en_20976722.opus
was,was/common_voice_en_681847.opus
was,was/common_voice_en_17267929.opus
was,was/common_voice_en_19561530.opus
was,was/common_voice_en_18825585.opus
was,was/common_voice_en_19991940.opus
was,was/common_voice_en_59364.opus
was,was/common_voice_en_65048.opus
was,was/common_voice_en_21101845.opus
was,was/common_voice_en_18760400__2.opus
was,was/common_voice_en_20713141.opus
was,was/common_voice_en_95624.opus
was,was/common_voice_en_20025555.opus
was,was/common_voice_en_19913587.opus
was,was/common_voice_en_19972661.opus
was,was/common_voice_en_18682461.opus
was,was/common_voice_en_22118890.opus
was,was/common_voice_en_22247961.opus
was,was/common_voice_en_22404639.opus
was,was/common_voice_en_19541415.opus
was,was/common_voice_en_18840893.opus
was,was/common_voice_en_22312595.opus
was,was/common_voice_en_213714.opus
was,was/common_voice_en_532661.opus
was,was/common_voice_en_147312.opus
was,was/common_voice_en_18479367.opus
was,was/common_voice_en_17844029.opus
was,was/common_voice_en_165987.opus
was,was/common_voice_en_19311143.opus
was,was/common_voice_en_518968.opus
was,was/common_voice_en_18090930.opus
was,was/common_voice_en_645972.opus
was,was/common_voice_en_19731755.opus
was,was/common_voice_en_685407.opus
was,was/common_voice_en_20156698.opus
was,was/common_voice_en_19045156.opus
was,was/common_voice_en_22066387.opus
was,was/common_voice_en_18128673.opus
was,was/common_voice_en_694999.opus
was,was/common_voice_en_20791495.opus
was,was/common_voice_en_17278807.opus
was,was/common_voice_en_21851803.opus
was,was/common_voice_en_19063864.opus
was,was/common_voice_en_21502002.opus
was,was/common_voice_en_152757.opus
was,was/common_voice_en_21396654.opus
was,was/common_voice_en_19725768.opus
was,was/common_voice_en_18698219.opus
was,was/common_voice_en_545947.opus
was,was/common_voice_en_20160110.opus
was,was/common_voice_en_20994506.opus
was,was/common_voice_en_21102731.opus
was,was/common_voice_en_149529.opus
was,was/common_voice_en_518199.opus
was,was/common_voice_en_522606.opus
was,was/common_voice_en_19696774.opus
was,was/common_voice_en_20163700.opus
was,was/common_voice_en_20498304.opus
was,was/common_voice_en_18685891.opus
was,was/common_voice_en_19196083.opus
was,was/common_voice_en_12567015.opus
was,was/common_voice_en_59802.opus
was,was/common_voice_en_19760435.opus
was,was/common_voice_en_118888.opus
was,was/common_voice_en_18657144.opus
was,was/common_voice_en_22275224.opus
was,was/common_voice_en_599940.opus
was,was/common_voice_en_22351276.opus
was,was/common_voice_en_133807.opus
was,was/common_voice_en_20363830.opus
was,was/common_voice_en_19666252.opus
was,was/common_voice_en_20726313.opus
was,was/common_voice_en_18506120.opus
was,was/common_voice_en_18852044.opus
was,was/common_voice_en_18837704.opus
was,was/common_voice_en_20924503.opus
was,was/common_voice_en_681332.opus
was,was/common_voice_en_138241.opus
was,was/common_voice_en_18861824.opus
was,was/common_voice_en_20311097.opus
was,was/common_voice_en_22061185.opus
was,was/common_voice_en_18757884.opus
was,was/common_voice_en_20938787.opus
was,was/common_voice_en_18713362.opus
was,was/common_voice_en_524573.opus
was,was/common_voice_en_20601161.opus
was,was/common_voice_en_503653.opus
was,was/common_voice_en_21320792.opus
and,and/common_voice_en_22260515.opus
and,and/common_voice_en_19342889.opus
and,and/common_voice_en_17724642.opus
and,and/common_voice_en_48319.opus
and,and/common_voice_en_19403352.opus
and,and/common_voice_en_595838.opus
and,and/common_voice_en_60303.opus
and,and/common_voice_en_587664.opus
and,and/common_voice_en_20276498.opus
and,and/common_voice_en_660332.opus
and,and/common_voice_en_52841.opus
and,and/common_voice_en_19439612.opus
and,and/common_voice_en_130403.opus
and,and/common_voice_en_21684420.opus
and,and/common_voice_en_21934433.opus
and,and/common_voice_en_19694216.opus
and,and/common_voice_en_18636640.opus
and,and/common_voice_en_22195257.opus
and,and/common_voice_en_135357.opus
and,and/common_voice_en_19796651.opus
and,and/common_voice_en_73285.opus
and,and/common_voice_en_20284607.opus
and,and/common_voice_en_534430.opus
and,and/common_voice_en_19238567.opus
and,and/common_voice_en_153353.opus
and,and/common_voice_en_676768.opus
and,and/common_voice_en_201410.opus
and,and/common_voice_en_517333.opus
and,and/common_voice_en_21024317.opus
and,and/common_voice_en_20065451.opus
and,and/common_voice_en_54836.opus
and,and/common_voice_en_20557945.opus
and,and/common_voice_en_19562667.opus
and,and/common_voice_en_22037888__2.opus
and,and/common_voice_en_22230451.opus
and,and/common_voice_en_645392.opus
and,and/common_voice_en_22345665.opus
and,and/common_voice_en_604790.opus
and,and/common_voice_en_18519296.opus
and,and/common_voice_en_19744912.opus
and,and/common_voice_en_26772.opus
and,and/common_voice_en_96695.opus
and,and/common_voice_en_21204012.opus
and,and/common_voice_en_15735545.opus
and,and/common_voice_en_22402837.opus
and,and/common_voice_en_18962155.opus
and,and/common_voice_en_214693.opus
and,and/common_voice_en_176930.opus
and,and/common_voice_en_155426.opus
and,and/common_voice_en_180717.opus
and,and/common_voice_en_19181404.opus
and,and/common_voice_en_113253.opus
and,and/common_voice_en_657309.opus
and,and/common_voice_en_87964.opus
and,and/common_voice_en_542298.opus
and,and/common_voice_en_183840.opus
and,and/common_voice_en_635707.opus
and,and/common_voice_en_140031.opus
and,and/common_voice_en_21077437.opus
and,and/common_voice_en_101300.opus
and,and/common_voice_en_17296698.opus
and,and/common_voice_en_21691409.opus
and,and/common_voice_en_19794318.opus
and,and/common_voice_en_188899.opus
and,and/common_voice_en_18886943.opus
and,and/common_voice_en_477594.opus
and,and/common_voice_en_19161891.opus
and,and/common_voice_en_175680.opus
and,and/common_voice_en_22222418.opus
and,and/common_voice_en_19790231.opus
and,and/common_voice_en_42610.opus
and,and/common_voice_en_116867.opus
and,and/common_voice_en_22179095.opus
and,and/common_voice_en_130885.opus
and,and/common_voice_en_20072753.opus
and,and/common_voice_en_505737.opus
and,and/common_voice_en_634129.opus
and,and/common_voice_en_640935.opus
and,and/common_voice_en_561455.opus
and,and/common_voice_en_680534.opus
and,and/common_voice_en_21958618.opus
and,and/common_voice_en_17443260.opus
and,and/common_voice_en_19200795__2.opus
and,and/common_voice_en_611452__2.opus
and,and/common_voice_en_486080.opus
and,and/common_voice_en_15505.opus
and,and/common_voice_en_19689704.opus
and,and/common_voice_en_630237.opus
and,and/common_voice_en_20143354.opus
and,and/common_voice_en_606388.opus
and,and/common_voice_en_664860.opus
and,and/common_voice_en_187426.opus
