WORD,LINK
open,open/common_voice_en_21150369.opus
open,open/common_voice_en_698304.opus
open,open/common_voice_en_21095824.opus
open,open/common_voice_en_20791504.opus
open,open/common_voice_en_549987.opus
close,close/common_voice_en_216932.opus
close,close/common_voice_en_18873431.opus
close,close/common_voice_en_18980431.opus
close,close/common_voice_en_19795938.opus
close,close/common_voice_en_22273171.opus
wait,wait/common_voice_en_17725970.opus
wait,wait/common_voice_en_56885.opus
wait,wait/common_voice_en_696415.opus
wait,wait/common_voice_en_566618.opus
wait,wait/common_voice_en_213808.opus
save,save/common_voice_en_18843769.opus
save,save/common_voice_en_17295284.opus
save,save/common_voice_en_22267906.opus
save,save/common_voice_en_18496820.opus
save,save/common_voice_en_22164701.opus
resume,resume/common_voice_en_488843.opus
resume,resume/common_voice_en_211104.opus
resume,resume/common_voice_en_20429776.opus
resume,resume/common_voice_en_580161.opus
resume,resume/common_voice_en_41646.opus
exit,exit/common_voice_en_560978.opus
exit,exit/common_voice_en_25756.opus
exit,exit/common_voice_en_18317832.opus
exit,exit/common_voice_en_20853306.opus
exit,exit/common_voice_en_689103.opus
accept,accept/common_voice_en_53358.opus
accept,accept/common_voice_en_19613507.opus
accept,accept/common_voice_en_644940.opus
accept,accept/common_voice_en_19949773.opus
accept,accept/common_voice_en_18989734.opus
search,search/common_voice_en_177854.opus
search,search/common_voice_en_496994.opus
search,search/common_voice_en_53582.opus
search,search/common_voice_en_630735.opus
search,search/common_voice_en_498734.opus
start,start/common_voice_en_549264.opus
start,start/common_voice_en_554846.opus
start,start/common_voice_en_17275415.opus
start,start/common_voice_en_493768.opus
start,start/common_voice_en_514245.opus
listen,listen/common_voice_en_207498.opus
listen,listen/common_voice_en_17278829.opus
listen,listen/common_voice_en_83923.opus
listen,listen/common_voice_en_521195.opus
listen,listen/common_voice_en_17517040__2.opus
