WORD,LINK
вперед,вперед/common_voice_ru_19156719.opus
вперед,вперед/common_voice_ru_18875249.opus
вперед,вперед/common_voice_ru_19854605.opus
вперед,вперед/common_voice_ru_21305950.opus
вперед,вперед/common_voice_ru_20561859.opus
назад,назад/common_voice_ru_18929458.opus
назад,назад/common_voice_ru_21301665.opus
назад,назад/common_voice_ru_20370537.opus
назад,назад/common_voice_ru_20026035.opus
назад,назад/common_voice_ru_19847518.opus
принять,принять/common_voice_ru_21587186.opus
принять,принять/common_voice_ru_21779453.opus
принять,принять/common_voice_ru_20588718.opus
принять,принять/common_voice_ru_18926910.opus
принять,принять/common_voice_ru_19019652.opus
пожалуйста,пожалуйста/common_voice_ru_18965539.opus
пожалуйста,пожалуйста/common_voice_ru_19174594.opus
пожалуйста,пожалуйста/common_voice_ru_18927967.opus
пожалуйста,пожалуйста/common_voice_ru_18918552.opus
пожалуйста,пожалуйста/common_voice_ru_18947470.opus
спасибо,спасибо/common_voice_ru_18888018.opus
спасибо,спасибо/common_voice_ru_21554804.opus
спасибо,спасибо/common_voice_ru_19157491__2.opus
спасибо,спасибо/common_voice_ru_21554804__2.opus
спасибо,спасибо/common_voice_ru_20364038.opus
хорошо,хорошо/common_voice_ru_18886479.opus
хорошо,хорошо/common_voice_ru_19369233.opus
хорошо,хорошо/common_voice_ru_19847145.opus
хорошо,хорошо/common_voice_ru_18917603.opus
хорошо,хорошо/common_voice_ru_18947047.opus
всегда,всегда/common_voice_ru_21391276.opus
всегда,всегда/common_voice_ru_19545284.opus
всегда,всегда/common_voice_ru_20458559.opus
всегда,всегда/common_voice_ru_19035850.opus
всегда,всегда/common_voice_ru_18886598.opus
внимание,внимание/common_voice_ru_20393312.opus
внимание,внимание/common_voice_ru_21305940.opus
внимание,внимание/common_voice_ru_20394401.opus
внимание,внимание/common_voice_ru_18919654.opus
внимание,внимание/common_voice_ru_18945541.opus
продолжать,продолжать/common_voice_ru_18877329.opus
продолжать,продолжать/common_voice_ru_18912644.opus
продолжать,продолжать/common_voice_ru_19013932.opus
продолжать,продолжать/common_voice_ru_18931381.opus
продолжать,продолжать/common_voice_ru_19581216.opus
больше,больше/common_voice_ru_21847397.opus
больше,больше/common_voice_ru_19404884.opus
больше,больше/common_voice_ru_20524972.opus
больше,больше/common_voice_ru_18933378.opus
больше,больше/common_voice_ru_21383569.opus
