WORD,LINK
on,on/7c9b43f0_nohash_1.wav
on,on/a55105d0_nohash_0.wav
on,on/dabd70c2_nohash_0.wav
on,on/f0659908_nohash_2.wav
on,on/a1c63f25_nohash_1.wav
off,off/de08912f_nohash_0.wav
off,off/96a48d28_nohash_1.wav
off,off/2e75d37a_nohash_0.wav
off,off/9712cce0_nohash_1.wav
off,off/7213ed54_nohash_3.wav
up,up/953fe1ad_nohash_2.wav
up,up/5efb758c_nohash_1.wav
up,up/99b05bcf_nohash_0.wav
up,up/1efdf53f_nohash_0.wav
up,up/5ebc1cda_nohash_2.wav
down,down/1ffd513b_nohash_3.wav
down,down/00f0204f_nohash_0.wav
down,down/fb8c31a9_nohash_1.wav
down,down/8e05039f_nohash_0.wav
down,down/9448c397_nohash_0.wav
right,right/71f6fed7_nohash_0.wav
right,right/7d6b4b10_nohash_0.wav
right,right/c44d2a58_nohash_0.wav
right,right/2b5e346d_nohash_5.wav
right,right/ff4ed4f3_nohash_4.wav
left,left/0a7c2a8d_nohash_0.wav
left,left/bbf38549_nohash_0.wav
left,left/61482e52_nohash_1.wav
left,left/74b73f88_nohash_1.wav
left,left/1a892463_nohash_0.wav
yes,yes/a929f9b9_nohash_4.wav
yes,yes/7d149b38_nohash_1.wav
yes,yes/29dce108_nohash_3.wav
yes,yes/c50f55b8_nohash_14.wav
yes,yes/c39703ec_nohash_0.wav
no,no/9587481f_nohash_1.wav
no,no/079d1020_nohash_0.wav
no,no/af790082_nohash_0.wav
no,no/02746d24_nohash_0.wav
no,no/951cac20_nohash_0.wav
go,go/014f9f65_nohash_0.wav
go,go/10ace7eb_nohash_1.wav
go,go/28ed6bc9_nohash_1.wav
go,go/a97c6445_nohash_1.wav
go,go/9fa86a74_nohash_0.wav
stop,stop/196e84b7_nohash_0.wav
stop,stop/8e523821_nohash_1.wav
stop,stop/acfd5b5e_nohash_2.wav
stop,stop/a55105d0_nohash_3.wav
stop,stop/765ffccb_nohash_1.wav
