WORD,LINK
вперед,вперед/common_voice_ru_19112315.opus
вперед,вперед/common_voice_ru_20313702.opus
вперед,вперед/common_voice_ru_18868256.opus
вперед,вперед/common_voice_ru_18878812.opus
вперед,вперед/common_voice_ru_20753420.opus
назад,назад/common_voice_ru_18971205.opus
назад,назад/common_voice_ru_18912972.opus
назад,назад/common_voice_ru_21649649.opus
назад,назад/common_voice_ru_20234591.opus
назад,назад/common_voice_ru_20469528.opus
принять,принять/common_voice_ru_19007086.opus
принять,принять/common_voice_ru_19171260.opus
принять,принять/common_voice_ru_19222033.opus
принять,принять/common_voice_ru_18927908.opus
принять,принять/common_voice_ru_19575398.opus
пожалуйста,пожалуйста/common_voice_ru_18964497.opus
пожалуйста,пожалуйста/common_voice_ru_18928017.opus
пожалуйста,пожалуйста/common_voice_ru_18939010.opus
пожалуйста,пожалуйста/common_voice_ru_18858398.opus
пожалуйста,пожалуйста/common_voice_ru_18936780.opus
спасибо,спасибо/common_voice_ru_18883446.opus
спасибо,спасибо/common_voice_ru_20650420.opus
спасибо,спасибо/common_voice_ru_19183731.opus
спасибо,спасибо/common_voice_ru_19156684.opus
спасибо,спасибо/common_voice_ru_19007088.opus
хорошо,хорошо/common_voice_ru_18944351.opus
хорошо,хорошо/common_voice_ru_19198741.opus
хорошо,хорошо/common_voice_ru_18931852.opus
хорошо,хорошо/common_voice_ru_18919981.opus
хорошо,хорошо/common_voice_ru_18940650.opus
всегда,всегда/common_voice_ru_19348453.opus
всегда,всегда/common_voice_ru_19797265.opus
всегда,всегда/common_voice_ru_19575508.opus
всегда,всегда/common_voice_ru_19041418.opus
всегда,всегда/common_voice_ru_21641776.opus
внимание,внимание/common_voice_ru_20878331.opus
внимание,внимание/common_voice_ru_20489552.opus
внимание,внимание/common_voice_ru_18968345.opus
внимание,внимание/common_voice_ru_21589809.opus
внимание,внимание/common_voice_ru_19804789.opus
продолжать,продолжать/common_voice_ru_21899570.opus
продолжать,продолжать/common_voice_ru_18925367.opus
продолжать,продолжать/common_voice_ru_18922175.opus
продолжать,продолжать/common_voice_ru_21554732.opus
продолжать,продолжать/common_voice_ru_18912644.opus
больше,больше/common_voice_ru_19579371.opus
больше,больше/common_voice_ru_19563537.opus
больше,больше/common_voice_ru_18918286.opus
больше,больше/common_voice_ru_19030210.opus
больше,больше/common_voice_ru_18904667.opus
