WORD,LINK
вперед,вперед/common_voice_ru_18977186.opus
вперед,вперед/common_voice_ru_18923327.opus
вперед,вперед/common_voice_ru_18882173.opus
вперед,вперед/common_voice_ru_19478174.opus
вперед,вперед/common_voice_ru_21383123.opus
назад,назад/common_voice_ru_19563652.opus
назад,назад/common_voice_ru_19490696.opus
назад,назад/common_voice_ru_18916444.opus
назад,назад/common_voice_ru_18878888.opus
назад,назад/common_voice_ru_21293642.opus
принять,принять/common_voice_ru_18945294.opus
принять,принять/common_voice_ru_21479189.opus
принять,принять/common_voice_ru_18932782.opus
принять,принять/common_voice_ru_19471713.opus
принять,принять/common_voice_ru_21670668.opus
пожалуйста,пожалуйста/common_voice_ru_18966669.opus
пожалуйста,пожалуйста/common_voice_ru_19030239.opus
пожалуйста,пожалуйста/common_voice_ru_18929186.opus
пожалуйста,пожалуйста/common_voice_ru_18936780.opus
пожалуйста,пожалуйста/common_voice_ru_20535579.opus
спасибо,спасибо/common_voice_ru_20364038.opus
спасибо,спасибо/common_voice_ru_19103999.opus
спасибо,спасибо/common_voice_ru_21419133.opus
спасибо,спасибо/common_voice_ru_18955032.opus
спасибо,спасибо/common_voice_ru_19091626.opus
хорошо,хорошо/common_voice_ru_18964264.opus
хорошо,хорошо/common_voice_ru_20548828.opus
хорошо,хорошо/common_voice_ru_18964639.opus
хорошо,хорошо/common_voice_ru_18932378.opus
хорошо,хорошо/common_voice_ru_18891434.opus
всегда,всегда/common_voice_ru_21419336.opus
всегда,всегда/common_voice_ru_20782169.opus
всегда,всегда/common_voice_ru_18920294.opus
всегда,всегда/common_voice_ru_18977248.opus
всегда,всегда/common_voice_ru_18888247.opus
внимание,внимание/common_voice_ru_20393243.opus
внимание,внимание/common_voice_ru_19019647.opus
внимание,внимание/common_voice_ru_19644534.opus
внимание,внимание/common_voice_ru_20571984.opus
внимание,внимание/common_voice_ru_19035837.opus
продолжать,продолжать/common_voice_ru_19336623.opus
продолжать,продолжать/common_voice_ru_18968353.opus
продолжать,продолжать/common_voice_ru_20371046.opus
продолжать,продолжать/common_voice_ru_18942492.opus
продолжать,продолжать/common_voice_ru_18904081.opus
больше,больше/common_voice_ru_19420931.opus
больше,больше/common_voice_ru_21397866.opus
больше,больше/common_voice_ru_21649997.opus
больше,больше/common_voice_ru_19573949.opus
больше,больше/common_voice_ru_20366543.opus
