WORD,LINK
open,open/common_voice_en_19867840.opus
open,open/common_voice_en_19762591.opus
open,open/common_voice_en_15735292.opus
open,open/common_voice_en_31030.opus
open,open/common_voice_en_19827563.opus
close,close/common_voice_en_21274627.opus
close,close/common_voice_en_669841.opus
close,close/common_voice_en_96419.opus
close,close/common_voice_en_19712448.opus
close,close/common_voice_en_508165.opus
wait,wait/common_voice_en_3739.opus
wait,wait/common_voice_en_79678__2.opus
wait,wait/common_voice_en_582112.opus
wait,wait/common_voice_en_18043651.opus
wait,wait/common_voice_en_502454.opus
save,save/common_voice_en_18343958.opus
save,save/common_voice_en_20596678.opus
save,save/common_voice_en_597354.opus
save,save/common_voice_en_17269934.opus
save,save/common_voice_en_555226.opus
resume,resume/common_voice_en_607066.opus
resume,resume/common_voice_en_20644486.opus
resume,resume/common_voice_en_40715.opus
resume,resume/common_voice_en_524786.opus
resume,resume/common_voice_en_655385.opus
exit,exit/common_voice_en_21698607.opus
exit,exit/common_voice_en_502929.opus
exit,exit/common_voice_en_17777209.opus
exit,exit/common_voice_en_41546.opus
exit,exit/common_voice_en_18598722.opus
accept,accept/common_voice_en_693119.opus
accept,accept/common_voice_en_21518462.opus
accept,accept/common_voice_en_549580.opus
accept,accept/common_voice_en_19358840.opus
accept,accept/common_voice_en_18166108.opus
search,search/common_voice_en_18522271.opus
search,search/common_voice_en_209893.opus
search,search/common_voice_en_597232.opus
search,search/common_voice_en_513811.opus
search,search/common_voice_en_19672340.opus
start,start/common_voice_en_94359.opus
start,start/common_voice_en_580667.opus
start,start/common_voice_en_691743.opus
start,start/common_voice_en_19984292.opus
start,start/common_voice_en_20033579.opus
listen,listen/common_voice_en_11072.opus
listen,listen/common_voice_en_568484.opus
listen,listen/common_voice_en_85478.opus
listen,listen/common_voice_en_652911.opus
listen,listen/common_voice_en_561764.opus
