WORD,LINK
on,on/fb8c31a9_nohash_3.wav
on,on/0e6e36c9_nohash_1.wav
on,on/ab353673_nohash_0.wav
on,on/b69002d4_nohash_3.wav
on,on/aa109cfb_nohash_0.wav
off,off/30060aba_nohash_2.wav
off,off/eeaf97c3_nohash_1.wav
off,off/435695e3_nohash_3.wav
off,off/cb72dfb6_nohash_0.wav
off,off/bbaa7946_nohash_0.wav
up,up/3d3ddaf8_nohash_0.wav
up,up/41777abb_nohash_0.wav
up,up/890cc926_nohash_2.wav
up,up/87d5e978_nohash_3.wav
up,up/5a98d407_nohash_1.wav
down,down/b5552931_nohash_2.wav
down,down/d33df435_nohash_0.wav
down,down/69a1a79f_nohash_0.wav
down,down/1d1fe0a0_nohash_0.wav
down,down/235b444f_nohash_2.wav
right,right/435f9f9e_nohash_1.wav
right,right/87d5e978_nohash_0.wav
right,right/6982fc2a_nohash_1.wav
right,right/9f93e408_nohash_2.wav
right,right/380abbad_nohash_0.wav
left,left/7a5530c9_nohash_0.wav
left,left/e2286c18_nohash_0.wav
left,left/c633a455_nohash_0.wav
left,left/4954abe8_nohash_0.wav
left,left/763188c4_nohash_0.wav
yes,yes/cf68fad2_nohash_1.wav
yes,yes/b6e6aa2e_nohash_0.wav
yes,yes/ace072ba_nohash_0.wav
yes,yes/a1cff772_nohash_2.wav
yes,yes/6565a81d_nohash_2.wav
no,no/acfd5b5e_nohash_2.wav
no,no/cd7f8c1b_nohash_1.wav
no,no/6ef407da_nohash_4.wav
no,no/89d6d11e_nohash_0.wav
no,no/4bb1244f_nohash_0.wav
go,go/5a3712c9_nohash_0.wav
go,go/e5dadd24_nohash_0.wav
go,go/8e69dc2f_nohash_0.wav
go,go/da27460c_nohash_0.wav
go,go/02ade946_nohash_1.wav
stop,stop/6bf5baf3_nohash_1.wav
stop,stop/833d9f56_nohash_0.wav
stop,stop/ab46af55_nohash_4.wav
stop,stop/3bc21161_nohash_2.wav
stop,stop/71e6ab20_nohash_2.wav
