WORD,LINK
on,on/45864319_nohash_0.wav
on,on/de040337_nohash_0.wav
on,on/ac9dee0e_nohash_3.wav
on,on/460209ac_nohash_1.wav
on,on/7fa5fa1f_nohash_0.wav
off,off/fbb2f6cc_nohash_3.wav
off,off/765ffccb_nohash_0.wav
off,off/87d5e978_nohash_2.wav
off,off/72e382bd_nohash_3.wav
off,off/9886d8bf_nohash_0.wav
up,up/62f05757_nohash_1.wav
up,up/4e8c5516_nohash_0.wav
up,up/d394ef8e_nohash_2.wav
up,up/fb727898_nohash_2.wav
up,up/c0cb43d6_nohash_1.wav
down,down/9e6bb505_nohash_0.wav
down,down/28ce0c58_nohash_1.wav
down,down/888a0c49_nohash_2.wav
down,down/bbc30633_nohash_1.wav
down,down/02ade946_nohash_2.wav
right,right/b91b718c_nohash_3.wav
right,right/f19c1390_nohash_1.wav
right,right/5be23def_nohash_1.wav
right,right/eeaf97c3_nohash_3.wav
right,right/d1dd03ed_nohash_1.wav
left,left/1ecfb537_nohash_2.wav
left,left/c0e8f5a1_nohash_0.wav
left,left/878befa7_nohash_1.wav
left,left/229978fd_nohash_0.wav
left,left/b9cccd01_nohash_0.wav
yes,yes/ffbb695d_nohash_1.wav
yes,yes/cc4f9250_nohash_4.wav
yes,yes/c948d727_nohash_2.wav
yes,yes/8931f494_nohash_1.wav
yes,yes/b21f0fa4_nohash_0.wav
no,no/9448c397_nohash_4.wav
no,no/54aecbd5_nohash_1.wav
no,no/3589bc72_nohash_2.wav
no,no/4c1aa16d_nohash_0.wav
no,no/7213ed54_nohash_4.wav
go,go/fbb2f6cc_nohash_2.wav
go,go/28ce0c58_nohash_1.wav
go,go/14c7b073_nohash_0.wav
go,go/f5733968_nohash_3.wav
go,go/5f1b1051_nohash_0.wav
stop,stop/18e910f4_nohash_4.wav
stop,stop/c1d39ce8_nohash_2.wav
stop,stop/b69fe0e2_nohash_3.wav
stop,stop/3291330e_nohash_0.wav
stop,stop/5188de0d_nohash_1.wav
