WORD,LINK
open,open/common_voice_en_21523909.opus
open,open/common_voice_en_77161.opus
open,open/common_voice_en_15904491.opus
open,open/common_voice_en_11351601.opus
open,open/common_voice_en_19027006.opus
close,close/common_voice_en_551408.opus
close,close/common_voice_en_200553.opus
close,close/common_voice_en_673693.opus
close,close/common_voice_en_22386596.opus
close,close/common_voice_en_23896.opus
wait,wait/common_voice_en_477357.opus
wait,wait/common_voice_en_106535.opus
wait,wait/common_voice_en_521858__2.opus
wait,wait/common_voice_en_483976.opus
wait,wait/common_voice_en_529519.opus
save,save/common_voice_en_47753.opus
save,save/common_voice_en_18804503.opus
save,save/common_voice_en_542052.opus
save,save/common_voice_en_656162.opus
save,save/common_voice_en_17408427.opus
resume,resume/common_voice_en_678477.opus
resume,resume/common_voice_en_515764.opus
resume,resume/common_voice_en_681287.opus
resume,resume/common_voice_en_43753.opus
resume,resume/common_voice_en_20270510.opus
exit,exit/common_voice_en_663366.opus
exit,exit/common_voice_en_17966122.opus
exit,exit/common_voice_en_652166.opus
exit,exit/common_voice_en_22351197.opus
exit,exit/common_voice_en_545490.opus
accept,accept/common_voice_en_1614238.opus
accept,accept/common_voice_en_18762429.opus
accept,accept/common_voice_en_18678880.opus
accept,accept/common_voice_en_18018735.opus
accept,accept/common_voice_en_18518349.opus
search,search/common_voice_en_635143.opus
search,search/common_voice_en_65794.opus
search,search/common_voice_en_660185.opus
search,search/common_voice_en_20748303.opus
search,search/common_voice_en_17684160.opus
start,start/common_voice_en_20245563.opus
start,start/common_voice_en_68531.opus
start,start/common_voice_en_163456.opus
start,start/common_voice_en_18850090.opus
start,start/common_voice_en_21088821.opus
listen,listen/common_voice_en_91061.opus
listen,listen/common_voice_en_18330549.opus
listen,listen/common_voice_en_47985.opus
listen,listen/common_voice_en_99183.opus
listen,listen/common_voice_en_684030.opus
