WORD,LINK
on,on/7cb5c0b7_nohash_1.wav
on,on/179a61b7_nohash_2.wav
on,on/1a892463_nohash_0.wav
on,on/1f3e4139_nohash_1.wav
on,on/1dc86f91_nohash_2.wav
off,off/84bf12ff_nohash_0.wav
off,off/cc2f1a85_nohash_0.wav
off,off/8b25410a_nohash_0.wav
off,off/2151b09a_nohash_2.wav
off,off/73124b26_nohash_1.wav
up,up/8e05039f_nohash_4.wav
up,up/9dcfba4b_nohash_0.wav
up,up/29dce108_nohash_0.wav
up,up/afe0b87d_nohash_0.wav
up,up/559bc36a_nohash_0.wav
down,down/25132942_nohash_2.wav
down,down/b19f7f5f_nohash_1.wav
down,down/833d9f56_nohash_0.wav
down,down/12529547_nohash_1.wav
down,down/9e44aca3_nohash_0.wav
right,right/a73be046_nohash_0.wav
right,right/9b8a7439_nohash_3.wav
right,right/5f8097e1_nohash_0.wav
right,right/a16013b7_nohash_4.wav
right,right/7cf14c54_nohash_2.wav
left,left/bbf38549_nohash_1.wav
left,left/9a2e5b3c_nohash_0.wav
left,left/8a744054_nohash_0.wav
left,left/7096522d_nohash_0.wav
left,left/6a497f80_nohash_0.wav
yes,yes/c4e00ee9_nohash_4.wav
yes,yes/017c4098_nohash_1.wav
yes,yes/ace072ba_nohash_3.wav
yes,yes/b0f5b16d_nohash_2.wav
yes,yes/de040337_nohash_1.wav
no,no/08ab8082_nohash_1.wav
no,no/0d85a428_nohash_2.wav
no,no/4a1e736b_nohash_0.wav
no,no/ff4ed4f3_nohash_3.wav
no,no/2039b9c1_nohash_1.wav
go,go/24befdb3_nohash_2.wav
go,go/8dd24423_nohash_1.wav
go,go/f2898d06_nohash_1.wav
go,go/cd8b1781_nohash_0.wav
go,go/435695e3_nohash_2.wav
stop,stop/e2362167_nohash_2.wav
stop,stop/bbaa7946_nohash_0.wav
stop,stop/0132a06d_nohash_2.wav
stop,stop/493392c6_nohash_0.wav
stop,stop/305776dd_nohash_0.wav
